seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
404,2022-07-06,2022,PRAWOMOCNA,DKN.5131.34.2021,1,stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H. przy ul. (…),stwierdzając naruszenie przez Uniwersyteckie Centrum (…) z siedzibą w H,zgłoszenie naruszenia do UODO (art. 33 RODO),10000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.2;art.4pkt12;art.34ust.3;art.5ust.1;art.34;art.34ust.4;art.83;art.83ust.4;art.33;art.83ust.2;art.9;art.40;art.83ust.1,by-year/2022/2022-07-06__PRAWOMOCNA__DKN.5131.34.2021.txt
405,2024-10-10,2024,PRAWOMOCNA,DKN.5131.35.2021,1,"nakłada na Z sp. z o.o. z siedzibą w Ł. (ul. (…), (…) Ł.), administracyjną karę pie-",1) stwierdzając naruszenie przez X w K,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.5ust.2;art.28ust.1;art.28ust.3;art.28ust.3lit.c;art.32ust.1lit.d;art.32;Art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;Art.32ust.2;art.32ust.1lit.b;art.5ust.1;art.28ust.3lit.h;art.28;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.4;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.e;art.33;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.1;art.83;art.58ust.2lit.b,by-year/2024/2024-10-10__PRAWOMOCNA__DKN.5131.35.2021.txt
406,2023-03-01,2023,NIEPRAWOMOCNA,DKN.5131.49.2021,1,"nakazuje Spółdzielni Mieszkaniowej „(…)” z siedzibą w O. (ul. (…), (…) O.) zawiado-",1) stwierdzając naruszenie przez Spółdzielnie Mieszkaniową „(…)” z siedzibą w O,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.87;art.33ust.3;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.33;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.4,by-year/2023/2023-03-01__NIEPRAWOMOCNA__DKN.5131.49.2021.txt
407,2023-02-08,2023,PRAWOMOCNA,DKN.5131.50.2021,1,nakłada na (…) M. H. prowadzącego działalność gospodarczą pod firmą: „(…)” z,1) stwierdzając naruszenie przez (…) K,zasady przetwarzania danych (art. 5 RODO),33012 zl,art.28ust.3lit.c;art.33ust.1;art.58ust.1lit.a;art.28;art.28ust.3;art.58ust.1lita;Art.5;art.5ust.1lit.f;art.5ust.2;art.24ust.1;art.25ust.1;art.28ust.1;art.32ust.1;art.32;Art.32ust.2;art.32ust.1lit.b;art.32ust.1lit.d;art.5ust.1;art.28ust.3lit.a;art.28ust.3lit.e;art.28ust.3lit.f;art.28ust.3lit.h;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.58ust.2lit.d;art.83ust.2lit.a;art.83ust.2lit.d;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.b;art.83ust.2lit.c;art.34ust.2;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.58ust.2lit.b;art.83;art.83ust.1;art.5ust.1lit.a;art.6ust.1;art.6ust.1lit.c;art.4pkt2;art.3ust.2lit.b;art.9ust.2lit.b;art.6ust.1lit.e;art.58ust.2lit.i;art.40,by-year/2023/2023-02-08__PRAWOMOCNA__DKN.5131.50.2021.txt
408,2024-01-18,2024,PRAWOMOCNA,DKN.5131.53.2021,1,nakazuje przez Pana B.W. prowadzącego działalność gospodarczą pod firmą: B. (…),1) stwierdza naruszenie przez Pana B,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.4pkt12;art.58ust.1lit.a;art.33ust.3lit.b;art.34ust.3;art.5ust.2;art.34ust.3lit.a;art.33;art.33ust.3;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.34;art.83ust.2lit.f;art.83ust.2lit.g;art.10;art.87;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.4,by-year/2024/2024-01-18__PRAWOMOCNA__DKN.5131.53.2021.txt
409,2022-06-14,2022,PRAWOMOCNA,DKN.5131.56.2021,1,Nakazuje Pani K.Z. prowadzącej działalność gospodarczą pod nazwą K.Z. C. dostoso-,stwierdzając naruszenie przez Panią K,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.57ust.1;Art.5;art.5ust.1;art.5ust.2;art.25ust.1;art.24ust.1;art.32ust.2;art.9;art.58ust.2;art.83ust.4;art.83ust.5;art.83ust.2,by-year/2022/2022-06-14__PRAWOMOCNA__DKN.5131.56.2021.txt
410,2023-05-31,2023,PRAWOMOCNA,DKN.5131.8.2021,1,"nakłada na P. Sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów art. 5 ust. 1",stwierdzając naruszenie przez P,zasady przetwarzania danych (art. 5 RODO),,art.34ust.1;art.5ust.1lit.f;art.5ust.2;art.58ust.1lit.a;art.33ust.1;art.33ust.5;art.57ust.1lit.a;Art.5;art.24ust.1;art.25ust.1;art.32ust.1;art.32;art.32ust.2;art.32ust.1lit.b;art.32ust.1lit.c;art.32ust.1lit.d;art.83ust.5lit.e;art.4pkt12;art.33ust.3;art.33ust.3lit.b;art.34ust.3lit.c;art.34ust.2;art.5ust.1;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.87;art.83ust.2lit.h;art.33;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83;art.83ust.1;art.101aust.2;art.83ust.5,by-year/2023/2023-05-31__PRAWOMOCNA__DKN.5131.8.2021.txt
411,2022-03-02,2022,PRAWOMOCNA,DS.523.1235.2021,1,udziela upomnienia (…) sp. z o.o. z siedzibą w Z. przy ul. (…) za nieprawidłowości w pro-,cesie przetwarzania danych osobowych polegające na naruszeniu art,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.5ust.1;art.4pkt1;art.5ust.1lit.c;art.58ust.2lit.b,by-year/2022/2022-03-02__PRAWOMOCNA__DS.523.1235.2021.txt
412,2022-01-24,2022,PRAWOMOCNA,DS.523.2332.2021,0,w pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.f;art.5ust.1lit.c;art.13;art.13ust.2;art.13ust.1;art.13ust.2lit.c;art.58ust.2lit.d,by-year/2022/2022-01-24__PRAWOMOCNA__DS.523.2332.2021.txt
413,2022-05-30,2022,PRAWOMOCNA,DS.523.399.2021,1,"przypadku zbierania danych od osoby, której dane dotyczą.",2) udziela Pani Ż,obowiązek informacyjny przy pozyskiwaniu danych od osoby (art. 13 RODO),,art.13ust.1;art.6ust.1;art.5ust.1;art.5ust.2;art.2;art.2ust.2lit.c;art.13ust.2;art.13ust.4;art.13ust.2lit.c;art.58ust.2lit.b,by-year/2022/2022-05-30__PRAWOMOCNA__DS.523.399.2021.txt
414,2022-06-14,2022,PRAWOMOCNA,DS.523.6339.2021,0,2. w pozostałym zakresie umarza postępowanie.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.f;art.58ust.2;art.58ust.2lit.c,by-year/2022/2022-06-14__PRAWOMOCNA__DS.523.6339.2021.txt
415,2022-04-27,2022,PRAWOMOCNA,DS.523.7376.2021,1,psychologiczną (psychiatryczną)”.,rzania danych osobowych Pani K,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1;art.9ust.2;art.5ust.1lit.a;art.29;art.9ust.1;art.58ust.2,by-year/2022/2022-04-27__PRAWOMOCNA__DS.523.7376.2021.txt
416,2022-07-13,2022,PRAWOMOCNA,DS.523.7988.2021,1,2) w pozostałym zakresie umarza postępowanie.,1) udziela upomnienia Dyrektorowi S,zasady przetwarzania danych (art. 5 RODO),,art.4;art.5ust.1lit.a;art.5ust.1lit.c;Art.9;art.9ust.2;art.9ust.1;art.9ust.2lit.a;art.9ust.2lit.b;art.9ust.2lit.h;art.4pkt2;art.5;art.58ust.2,by-year/2022/2022-07-13__PRAWOMOCNA__DS.523.7988.2021.txt
417,2022-07-22,2022,PRAWOMOCNA,DKE.561.1.2022,1,udziela upomnienia S. S.A. za naruszenie przepisów art. 58 ust. 1 lit. a) i e) rozporządze-,udziela upomnienia S,warunki zgody (art. 7 RODO),,art.58ust.1lit.a;art.83ust.4lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-07-22__PRAWOMOCNA__DKE.561.1.2022.txt
418,2022-12-30,2022,PRAWOMOCNA,DKE.561.10.2022,1,"udziela upomnienia Wspólnocie Mieszkaniowej M. z siedzibą w W. przy ul. (…), za naru-",,warunki zgody (art. 7 RODO),,art.83ust.5;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-12-30__PRAWOMOCNA__DKE.561.10.2022.txt
419,2022-07-26,2022,PRAWOMOCNA,DKE.561.12.2022,1,udziela upomnienia (…) Funduszowi Inwestycyjnemu Zamkniętemu (identyfikator krajo-,"wy: (…)), reprezentowanemu przez F",współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-07-26__PRAWOMOCNA__DKE.561.12.2022.txt
420,2022-05-13,2022,PRAWOMOCNA,DKE.561.13.2022,1,"udziela upomnienia Wojewodzie (…), za naruszenie przepisów art. 31 oraz art. 58 ust. 1","udziela upomnienia Wojewodzie (…), za naruszenie przepisów art",współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2022/2022-05-13__PRAWOMOCNA__DKE.561.13.2022.txt
421,2022-06-03,2022,PRAWOMOCNA,DKE.561.14.2022,1,"udziela upomnienia W. Sp. z o.o., za naruszenie przepisów art. 31 i art. 58 ust. 1 lit. a) i",udziela upomnienia W,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lit.e;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-06-03__PRAWOMOCNA__DKE.561.14.2022.txt
422,2022-07-06,2022,PRAWOMOCNA,DKE.561.15.2022,1,"udziela upomnienia A. Sp. z o.o., za naruszenie przepisów art. 31 i art. 58 ust. 1 lit. a) i",udziela upomnienia A,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,by-year/2022/2022-07-06__PRAWOMOCNA__DKE.561.15.2022.txt
423,2022-07-29,2022,PRAWOMOCNA,DKE.561.16.2022,1,"udziela upomnienia Panu J. N., Komornikowi Sądowemu przy Sądzie Rejonowym dla K.,",prowadzącemu kancelarię komorniczą w K,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.83;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-07-29__PRAWOMOCNA__DKE.561.16.2022.txt
424,2022-09-19,2022,PRAWOMOCNA,DKE.561.17.2022,1,udziela upomnienia Pani K. S. prowadzącą działalność gospodarczą pod firmą (…) za na-,,warunki zgody (art. 7 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust1lit.f;art.58ust.1;art.83ust.5lit.e;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-09-19__PRAWOMOCNA__DKE.561.17.2022.txt
425,2022-12-30,2022,PRAWOMOCNA,DKE.561.18.2022,1,"udziela upomnienia N. sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów",udziela upomnienia N,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.31;art.58ust.1;art.57ust.1lit.a;art.51;art.58ust.1lit.a;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-12-30__PRAWOMOCNA__DKE.561.18.2022.txt
426,2022-08-31,2022,PRAWOMOCNA,DKE.561.19.2022,1,udziela upomnienia Pani I. N. prowadzącej działalność gospodarczą pod firmą D. za naru-,,podstawa prawna przetwarzania (art. 6 RODO),,art.58ust.1lit.a;art.6ust.1lit.c;art.14;art.15;art.13;art.83ust5lit.e;art.57ust.1lit.a;art.51;art.57ust1lit.f;art.58ust.1;art.31;art.83ust.5lit.e;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-08-31__PRAWOMOCNA__DKE.561.19.2022.txt
427,2022-12-30,2022,PRAWOMOCNA,DKE.561.20.2022,1,nakłada na K. S.A. z siedzibą w K. ul. (…) administracyjną karę pieniężną w kwocie 27,stwierdzając naruszenie przez K,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.58ust.1lit.e;art.83ust.2;art.83ust.1;art.83;art.58ust.1lita;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.e;art.83ust.2lite;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.i;art.58ust.2;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2022/2022-12-30__PRAWOMOCNA__DKE.561.20.2022.txt
428,2022-10-28,2022,PRAWOMOCNA,DKE.561.21.2022,1,"udziela upomnienia T. Sp. z o.o. z siedzibą w W. przy ul. (…), za naruszenie przepisów",udziela upomnienia T,współpraca z organem nadzorczym (art. 31 RODO),,art.15;art.15ust.1;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-10-28__PRAWOMOCNA__DKE.561.21.2022.txt
429,2022-09-27,2022,PRAWOMOCNA,DKE.561.22.2022,1,"udziela upomnienia Z. Sp. z o.o., za naruszenie przepisów art. 31 i art. 58 ust. 1 lit. a) i",udziela upomnienia Z,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.4lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.58ust.1lit.a;art.58ust.1lit.e;art.58ust.2;art.31;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-09-27__PRAWOMOCNA__DKE.561.22.2022.txt
430,2022-09-22,2022,PRAWOMOCNA,DKE.561.23.2022,1,"udziela upomnienia Pani B. P. prowadzącej działalność gospodarczą pod firmą P., za naru-",,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.58ust.1lit.a;art.83ust.2,by-year/2022/2022-09-22__PRAWOMOCNA__DKE.561.23.2022.txt
431,2023-01-25,2023,PRAWOMOCNA,DKE.561.24.2022,1,nakłada na E. Spółka z o.o. z siedzibą we W. przy ul. (…) administracyjną karę pieniężną,,zasady przetwarzania danych (art. 5 RODO),,art.58ust.2;art.57ust.1;art.58ust.2lit.i;art.83ust.6;art.5ust.2;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.g;art.83ust.2lit.e;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2023/2023-01-25__PRAWOMOCNA__DKE.561.24.2022.txt
432,2022-12-13,2022,PRAWOMOCNA,DKE.561.25.2022,1,"udziela upomnienia W. Sp. z o.o. z siedzibą w K. przy ul. (…), za naruszenie przepisów",udziela upomnienia W,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust5lit.b;art.83ust.5lit.e;art.31;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2022/2022-12-13__PRAWOMOCNA__DKE.561.25.2022.txt
433,2022-12-19,2022,PRAWOMOCNA,DKE.561.26.2022,1,udziela upomnienia Panu M. S. zam. ul. (…) R. za nieprzestrzeganie nakazu orzeczonego,,zasady przetwarzania danych (art. 5 RODO),,art.83ust.6;art.57ust.1lit.a;art.51;art.58ust.2;art.5ust.2;art.58ust.2lit.b;art.83ust.2;art.83ust.1,by-year/2022/2022-12-19__PRAWOMOCNA__DKE.561.26.2022.txt
434,2022-12-02,2022,PRAWOMOCNA,DKE.561.27.2022,1,udziela upomnienia Pani E. B. prowadzącej działalność gospodarczą pod firmą S z siedzi-,bą w B,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15ust.1;art.15ust.3;art.83ust5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.31;art.83ust.5lit.e;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-12-02__PRAWOMOCNA__DKE.561.27.2022.txt
435,2022-11-07,2022,PRAWOMOCNA,DKE.561.28.2022,0,umarza postępowanie,brak stwierdzenia naruszenia,,,art.83ust.5lit.e;art.6ust.1lit.a;art.9ust.2lit.a;art.6ust.1lit.d;art.9ust.2lit.c;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.58ust.1lit.a;art.58ust.1lit.e,by-year/2022/2022-11-07__PRAWOMOCNA__DKE.561.28.2022.txt
436,2022-12-16,2022,PRAWOMOCNA,DKE.561.29.2022,1,udziela upomnienia D. Sp. z o.o. z siedzibą w K. przy ul. (…) za naruszenie przepisów art.,udziela upomnienia D,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.58ust.1lit.e;art.83ust.2,by-year/2022/2022-12-16__PRAWOMOCNA__DKE.561.29.2022.txt
437,2022-03-23,2022,PRAWOMOCNA,DKE.561.3.2022,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.83ust.5lit.e;art.58ust.1lit.e;art.58ust.1lite;art.57ust.1lit.a;art.51;art.57ust.1lit.h;art.33;art.58ust.1;art.58ust.1lit.a,by-year/2022/2022-03-23__PRAWOMOCNA__DKE.561.3.2022.txt
438,2022-12-29,2022,NIEPRAWOMOCNA,DKE.561.30.2022,1,nakłada na S. Sp. z o.o. z siedzibą w W. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez S,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.33;art.33ust.5;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.58ust.1lit.a;art.58ust.1lit.e;art.33ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.4,by-year/2022/2022-12-29__NIEPRAWOMOCNA__DKE.561.30.2022.txt
439,2023-01-20,2023,PRAWOMOCNA,DKE.561.31.2022,1,udziela upomnienia T. Sp. z o.o. z siedzibą w W. przy ul. (…) za naruszenie przepisów art.,udziela upomnienia T,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.58ust.1lit.e;art.83ust.2,by-year/2023/2023-01-20__PRAWOMOCNA__DKE.561.31.2022.txt
440,2023-03-23,2023,PRAWOMOCNA,DKE.561.32.2022,1,udziela upomnienia Panu M. O. prowadzącemu działalność gospodarczą pod firmą „O” z,siedzibą w I,warunki zgody (art. 7 RODO),,art.58ust.1lita;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2023/2023-03-23__PRAWOMOCNA__DKE.561.32.2022.txt
441,2023-05-26,2023,PRAWOMOCNA,DKE.561.33.2022,1,udziela upomnienia M. K. prowadzącej działalność gospodarczą pod firmą M. z siedzibą w,T,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2;art.58ust.2lit.b;art.83ust.2,by-year/2023/2023-05-26__PRAWOMOCNA__DKE.561.33.2022.txt
442,2023-01-25,2023,PRAWOMOCNA,DKE.561.35.2022,1,nakłada na S. Sp. z o.o. z siedzibą w R. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez S,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.4,by-year/2023/2023-01-25__PRAWOMOCNA__DKE.561.35.2022.txt
443,2023-05-31,2023,PRAWOMOCNA,DKE.561.37.2022,1,nakłada na G. Sp. z o.o. z siedzibą w K. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez G,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.58ust.1lit.e;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.g,by-year/2023/2023-05-31__PRAWOMOCNA__DKE.561.37.2022.txt
444,2023-06-02,2023,PRAWOMOCNA,DKE.561.38.2022,1,nakłada na T. sp. z o.o. z siedzibą w K. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez T,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.31;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.4;art.4pkt7;art.6ust.1;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.e;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.40;art.42;art.83ust.2lit.k;art.83ust.2lit.c;art.25;art.83ust.2lit.d,by-year/2023/2023-06-02__PRAWOMOCNA__DKE.561.38.2022.txt
445,2022-03-25,2022,PRAWOMOCNA,DKE.561.4.2022,1,"udziela upomnienia Panu P. P. prowadzącemu działalność gospodarczą pod firmą D., za",,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2022/2022-03-25__PRAWOMOCNA__DKE.561.4.2022.txt
446,2022-08-31,2022,PRAWOMOCNA,DKE.561.5.2022,1,nakłada na niego administracyjną karę pieniężną w kwocie 6 854 PLN (słownie: sześć,stwierdzając naruszenie przez Pana R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.31;art.58ust.1lit.e;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust.1lit.f;art.58ust.1;art.83ust.4lit.a;art.83ust.3;art.83ust.2;art.83ust.1;art.83;art.83ust.4;art.4pkt7;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,by-year/2022/2022-08-31__PRAWOMOCNA__DKE.561.5.2022.txt
447,2022-05-25,2022,PRAWOMOCNA,DKE.561.6.2022,1,udziela upomnienia J. C. prowadzącą działalność pod firmą (…) za naruszenie przepisów,udziela upomnienia J,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.31;art.83ust5lit.e;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.57ust1lit.f;art.58ust.1;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-05-25__PRAWOMOCNA__DKE.561.6.2022.txt
448,2022-03-25,2022,PRAWOMOCNA,DKE.561.7.2022,1,"udziela upomnienia S. Sp. z o.o., za naruszenie przepisów art. 58 ust. 1 lit. a) i lit. e) roz-",udziela upomnienia S,prawo dostępu do danych (art. 15 RODO),,art.15ust.1;art.6ust.1lit.c;art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.58ust.2lit.b;art.83ust.2,by-year/2022/2022-03-25__PRAWOMOCNA__DKE.561.7.2022.txt
449,2022-07-18,2022,PRAWOMOCNA,DKE.561.8.2022,1,udziela upomnienia D. Sp. z o.o. za naruszenie przepisów art. 58 ust. 1 lit. a) i e) rozpo-,udziela upomnienia D,warunki zgody (art. 7 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.57ust1lit.f;art.58ust.1;art.58ust.2lit.b;art.83ust.1,by-year/2022/2022-07-18__PRAWOMOCNA__DKE.561.8.2022.txt
450,2022-05-23,2022,PRAWOMOCNA,DKE.561.9.2022,1,"udziela upomnienia F. z siedzibą w J., za naruszenie przepisów art. 31 oraz art. 58 ust. 1",udziela upomnienia F,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.31;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2;art.83ust.1,by-year/2022/2022-05-23__PRAWOMOCNA__DKE.561.9.2022.txt
