seq,date,status,signature,resolution,violation,violated_requirement,fine,rodo_articles,summary
454,2024-12-18,NIEPRAWOMOCNA,DKN.5112.14.2022,"nakłada na C. S.A. z siedzibą w D. przy ul. (…), administracyjną karę pieniężną",1) stwierdzając naruszenie przez C,pozycja IOD (art. 38 RODO),,art.38ust.3;art.30ust.1;art.35ust.1;art.58ust.1lit.b;art.37;art.35;art.24ust.1;art.35ust.7;art.35ust.7lit.a;art.4pkt4;art.35ust.3lit.a;art.35ust.3;art.35ust.4;art.58ust.2;art.58ust.2lit.i;art.83;art.83ust.2;art.83ust.4lit.a;art.83ust.3;art.83ust.4;art.83ust.2lit.a;art.39;art.83ust.2lit.b;art.83ust.2lit.e;art.6ust.1;art.15ust.1lit.c;art.15ust.1lit.a;art.12ust.3;art.33ust.1;art.83ust.2lit.f;art.83ust.2lit.c;art.25;art.83ust.2lit.d;art.83ust.2lit.g;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust.2lit.k;art.83ust.1;art.9ust.1;art.9;art.87,"DKN.5112.14.2022 — 2024-12-18 — NIEPRAWOMOCNA: nakłada na C. S.A. z siedzibą w D. przy ul. (…), administracyjną karę pieniężną. Naruszenie: 1) stwierdzając naruszenie przez C. Naruszony wymóg: pozycja IOD (art. 38 RODO). Artykuły RODO (wykryte): art.38ust.3, art.30ust.1, art.35ust.1, art.58ust.1lit.b, art.37, art.35, art.24ust.1, art.35ust.7, art.35ust.7lit.a, art.4pkt4, art.35ust.3lit.a, art.35ust.3, art.35ust.4, art.58ust.2, art.58ust.2lit.i, art.83, art.83ust.2, art.83ust.4lit.a, art.83ust.3, art.83ust.4, art.83ust.2lit.a, art.39, art.83ust.2lit.b, art.83ust.2lit.e, art.6ust.1, art.15ust.1lit.c, art.15ust.1lit.a, art.12ust.3, art.33ust.1, art.83ust.2lit.f, art.83ust.2lit.c, art.25, art.83ust.2lit.d, art.83ust.2lit.g, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust.2lit.k, art.83ust.1, art.9ust.1, art.9, art.87."
455,2022-06-23,PRAWOMOCNA,DKN.5131.11.2022,udziela Prezydentowi Miasta O. upomnienia.,stwierdzając naruszenie przez Prezydenta Miasta O,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.b;art.32ust.1lit.d;art.5ust.1;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.83ust.2,"DKN.5131.11.2022 — 2022-06-23 — PRAWOMOCNA: udziela Prezydentowi Miasta O. upomnienia.. Naruszenie: stwierdzając naruszenie przez Prezydenta Miasta O. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.32ust.1, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.5ust.2, art.25ust.1, art.32ust.2, art.24ust.1, art.32ust.1lit.b, art.32ust.1lit.d, art.5ust.1, art.58ust.2lit.b, art.83ust.4, art.83ust.5, art.83ust.2."
456,2023-11-30,NIEPRAWOMOCNA,DKN.5131.13.2022,nakłada na L. Sp. z o.o. z siedzibą we W. administracyjną karę pieniężną w kwocie 117,stwierdzając naruszenie przez L,bezpieczeństwo przetwarzania (art. 32 RODO),117900 zl,art.32ust.1;art.6ust.1;art.6ust.1lit.c;art.57ust.1lit.a;art.32ust.2;art.4pkt7;art.32;art.32ust.1lit.b;art.32ust.1lit.a;art.5ust.2;art.32ust1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.15;art.83ust.2lit.b;art.5ust.1;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.g;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.4;art.83ust.1,"DKN.5131.13.2022 — 2023-11-30 — NIEPRAWOMOCNA: nakłada na L. Sp. z o.o. z siedzibą we W. administracyjną karę pieniężną w kwocie 117. Naruszenie: stwierdzając naruszenie przez L. Naruszony wymóg: bezpieczeństwo przetwarzania (art. 32 RODO). Kara: 117900 zl. Artykuły RODO (wykryte): art.32ust.1, art.6ust.1, art.6ust.1lit.c, art.57ust.1lit.a, art.32ust.2, art.4pkt7, art.32, art.32ust.1lit.b, art.32ust.1lit.a, art.5ust.2, art.32ust1, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.2lit.a, art.15, art.83ust.2lit.b, art.5ust.1, art.83ust.2lit.f, art.83ust.2lit.c, art.83ust.2, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.g, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.4, art.83ust.1."
457,2025-07-04,NIEPRAWOMOCNA,DKN.5131.17.2022,nakłada na Niepubliczny Zakład Opieki Zdrowotnej (…) H. Sp. z o.o. z siedzibą w R. przy,stwierdzając naruszenie przez Niepubliczny Zakład Opieki Zdrowotnej (…) H,odpowiedzialność administratora (art. 24 RODO),32832 zl,art.32ust.1;art.5ust.2;art.35;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.25ust.1;art.32ust.2;art.24ust.1;art.32;art.32ust.1lit.b;art.5ust.1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.3;art.83ust.4;art.83ust.5;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.g;art.9;art.4pkt15;art.83ust.2;art.83ust.2lit.f;art.83ust.2lit.k;art.40;art.83ust.2lit.c;art.34ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.42;art.83ust.2lit.j;art.83ust.1;art.58ust.2lit.b,"DKN.5131.17.2022 — 2025-07-04 — NIEPRAWOMOCNA: nakłada na Niepubliczny Zakład Opieki Zdrowotnej (…) H. Sp. z o.o. z siedzibą w R. przy. Naruszenie: stwierdzając naruszenie przez Niepubliczny Zakład Opieki Zdrowotnej (…) H. Naruszony wymóg: odpowiedzialność administratora (art. 24 RODO). Kara: 32832 zl. Artykuły RODO (wykryte): art.32ust.1, art.5ust.2, art.35, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.25ust.1, art.32ust.2, art.24ust.1, art.32, art.32ust.1lit.b, art.5ust.1, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.3, art.83ust.4, art.83ust.5, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.g, art.9, art.4pkt15, art.83ust.2, art.83ust.2lit.f, art.83ust.2lit.k, art.40, art.83ust.2lit.c, art.34ust.2, art.83ust.2lit.d, art.25, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.42, art.83ust.2lit.j, art.83ust.1, art.58ust.2lit.b."
459,2022-07-21,PRAWOMOCNA,DKN.5131.2.2022,udziela Miejskiemu Ośrodkowi Pomocy Społecznej w O. upomnienia.,stwierdzając naruszenie przez Miejski Ośrodek Pomocy Społecznej w O,zasady przetwarzania danych (art. 5 RODO),,art.34;art.32ust.1;art.5ust.1;Art.5;art.5ust.2;art.24ust.1;art.25ust.1;art.32ust.2;art.32;art.58ust.2;art.83ust.2,"DKN.5131.2.2022 — 2022-07-21 — PRAWOMOCNA: udziela Miejskiemu Ośrodkowi Pomocy Społecznej w O. upomnienia.. Naruszenie: stwierdzając naruszenie przez Miejski Ośrodek Pomocy Społecznej w O. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.34, art.32ust.1, art.5ust.1, Art.5, art.5ust.2, art.24ust.1, art.25ust.1, art.32ust.2, art.32, art.58ust.2, art.83ust.2."
460,2022-06-02,PRAWOMOCNA,DKN.5131.23.2022,udziela upomnienia N. Sp. z o.o. z siedzibą w G.,stwierdzając naruszenie przez N,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.4;art.33ust.3lit.c;art.33ust.3lit.d;art.34ust.2;Art.34ust.1;art.33ust.3lit.b;art.5ust.1lit.a;art.34;art.4ust.7,"DKN.5131.23.2022 — 2022-06-02 — PRAWOMOCNA: udziela upomnienia N. Sp. z o.o. z siedzibą w G.. Naruszenie: stwierdzając naruszenie przez N. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Artykuły RODO (wykryte): art.34ust.4, art.33ust.3lit.c, art.33ust.3lit.d, art.34ust.2, Art.34ust.1, art.33ust.3lit.b, art.5ust.1lit.a, art.34, art.4ust.7."
461,2022-07-07,PRAWOMOCNA,DKN.5131.27.2022,nakazuje Głównemu Geodecie Kraju z siedzibą w Warszawie przy ul. (…) zawiado-,1,zgłoszenie naruszenia do UODO (art. 33 RODO),60000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt1;art.4ust.1;art.34ust.3lit.a;art.4pkt12;art.87;Art.34ust.3;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.55;art.83ust.2lit.e;art.6ust.1;art.83ust.2lit.h;art.83ust.2lit.g;art.9;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.58ust.2;art.83ust.2lit.i;art.40;art.83ust.2lit.j;art.83ust.2lit.k;art.33;art.83ust.1,"DKN.5131.27.2022 — 2022-07-07 — PRAWOMOCNA: nakazuje Głównemu Geodecie Kraju z siedzibą w Warszawie przy ul. (…) zawiado-. Naruszenie: 1. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Kara: 60000 zl. Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.4pkt1, art.4ust.1, art.34ust.3lit.a, art.4pkt12, art.87, Art.34ust.3, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83, art.83ust.2lit.a, art.83ust.2lit.b, art.55, art.83ust.2lit.e, art.6ust.1, art.83ust.2lit.h, art.83ust.2lit.g, art.9, art.83ust.2, art.83ust.2lit.c, art.83ust.2lit.d, art.58ust.2, art.83ust.2lit.i, art.40, art.83ust.2lit.j, art.83ust.2lit.k, art.33, art.83ust.1."
462,2022-08-16,PRAWOMOCNA,DKN.5131.29.2022,nakłada na N. Ośrodek Kultury z siedzibą w N. przy ul. (…) administracyjną karę,stwierdzając naruszenie przez N,wymogi dot. podmiotu przetwarzającego i umowy powierzenia (art. 28 RODO),,art.28ust.1;art.57ust.1;art.57;art.58ust.2;art.28ust.3;art.28ust.9;art.4pkt7;art.4pkt8;art.5ust.1lit.a;Art.5ust.2;art.28;art.34;art.83ust.4lit.a;art.83;art.83ust.2lit.a;art.83ust.2lit.b;art.9;art.87;art.83ust.2lit.c;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.j;art.58ust.2lit.b;art.83ust.1,"DKN.5131.29.2022 — 2022-08-16 — PRAWOMOCNA: nakłada na N. Ośrodek Kultury z siedzibą w N. przy ul. (…) administracyjną karę. Naruszenie: stwierdzając naruszenie przez N. Naruszony wymóg: wymogi dot. podmiotu przetwarzającego i umowy powierzenia (art. 28 RODO). Artykuły RODO (wykryte): art.28ust.1, art.57ust.1, art.57, art.58ust.2, art.28ust.3, art.28ust.9, art.4pkt7, art.4pkt8, art.5ust.1lit.a, Art.5ust.2, art.28, art.34, art.83ust.4lit.a, art.83, art.83ust.2lit.a, art.83ust.2lit.b, art.9, art.87, art.83ust.2lit.c, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.k, art.83ust.2, art.83ust.2lit.j, art.58ust.2lit.b, art.83ust.1."
463,2025-06-03,NIEPRAWOMOCNA,DKN.5131.30.2022,"nakłada na Wójta Gminy K. (Urząd Gminy K., K. (…), (…)-(…) K.), za naruszenie",1) stwierdzając naruszenie przez Gminny Ośrodek Pomocy Społecznej w K,odpowiedzialność administratora (art. 24 RODO),,art.32ust.1;art.5ust.2;art.33ust.1;art.28ust.3lit.c;art.28ust.3;art.28ust.3lit.h;art.33;art.4pkt7;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.9ust.1;art.10;art.32ust.1lit.b;art.28ust.1;art.28;art.32;art.32ust.2lit.d;art.32ust.1lit.d;art.5ust.1;art.4pkt12;art.34ust.3lit.a;art.58ust.2lit.b;art.83ust.4;art.83ust.5;art.33ust.3;art.83ust.2;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.87;art.9;art.83ust.2lit.f;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.40;art.42;art.83ust.2lit.j;art.83ust.2lit.k,"DKN.5131.30.2022 — 2025-06-03 — NIEPRAWOMOCNA: nakłada na Wójta Gminy K. (Urząd Gminy K., K. (…), (…)-(…) K.), za naruszenie. Naruszenie: 1) stwierdzając naruszenie przez Gminny Ośrodek Pomocy Społecznej w K. Naruszony wymóg: odpowiedzialność administratora (art. 24 RODO). Artykuły RODO (wykryte): art.32ust.1, art.5ust.2, art.33ust.1, art.28ust.3lit.c, art.28ust.3, art.28ust.3lit.h, art.33, art.4pkt7, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.24ust.1, art.32ust.2, art.25ust.1, art.9ust.1, art.10, art.32ust.1lit.b, art.28ust.1, art.28, art.32, art.32ust.2lit.d, art.32ust.1lit.d, art.5ust.1, art.4pkt12, art.34ust.3lit.a, art.58ust.2lit.b, art.83ust.4, art.83ust.5, art.33ust.3, art.83ust.2, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.87, art.9, art.83ust.2lit.f, art.83ust.2lit.c, art.83ust.2lit.d, art.25, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.40, art.42, art.83ust.2lit.j, art.83ust.2lit.k."
464,2023-04-20,NIEPRAWOMOCNA,DKN.5131.31.2022,"nakazuje Rzecznikowi Dyscyplinarnemu Izby Adwokackiej w X. (X., ul.(…)) dostoso-",stwierdzając naruszenie przez Rzecznika Dyscyplinarnego Izby Adwokackiej w X,zasady przetwarzania danych (art. 5 RODO),23580 zl,art.32ust.1;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.24ust.1;art.32ust.2;art.25ust.1;art.32;art.32ust.1lit.d;art.5ust.1;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2litk;art.83ust.2;art.83ust.2lit.c;art.34ust.1;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83,"DKN.5131.31.2022 — 2023-04-20 — NIEPRAWOMOCNA: nakazuje Rzecznikowi Dyscyplinarnemu Izby Adwokackiej w X. (X., ul.(…)) dostoso-. Naruszenie: stwierdzając naruszenie przez Rzecznika Dyscyplinarnego Izby Adwokackiej w X. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Kara: 23580 zl. Artykuły RODO (wykryte): art.32ust.1, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.5ust.2, art.24ust.1, art.32ust.2, art.25ust.1, art.32, art.32ust.1lit.d, art.5ust.1, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.83ust.2litk, art.83ust.2, art.83ust.2lit.c, art.34ust.1, art.83ust.2lit.d, art.25, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83."
465,2024-04-24,PRAWOMOCNA,DKN.5131.32.2022,nakazuje Komitetowi Inicjatywy Ustawodawczej W. na rzecz ustawy o zmianie usta-,1) stwierdzając naruszenie przez Komitet Inicjatywy Ustawodawczej W,zasady przetwarzania danych (art. 5 RODO),,art.5ust.1litf;art.5ust.2;art.33ust.1;art.34ust.1;art.32ust.1;art.34ust.2;art.4ust.7;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.24ust.1;art.32ust.2;art.25ust.1;art.32;art.5ust.1;art.4pkt7;art.32ust1lit.d;art.4pkt12;art.33ust.3lit.b;art.34ust.3;art.34ust.3lit.a;art.87;art.9ust.1;art.33ust.3;art.5ust.1lit.a;art.34;art.34ust.3lit.c;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;Art.82ust.1;art.83ust.2lit.b;art.83ust.2lit.c;art.83ust.2lit.f;art.83ust.2lit.g;art.83ust2lit.g;art.9;art.83ust.2lit.k;art.83ust.2;art.83ust.2lit.d;art.25;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83;art.83ust.5,"DKN.5131.32.2022 — 2024-04-24 — PRAWOMOCNA: nakazuje Komitetowi Inicjatywy Ustawodawczej W. na rzecz ustawy o zmianie usta-. Naruszenie: 1) stwierdzając naruszenie przez Komitet Inicjatywy Ustawodawczej W. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.5ust.1litf, art.5ust.2, art.33ust.1, art.34ust.1, art.32ust.1, art.34ust.2, art.4ust.7, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.24ust.1, art.32ust.2, art.25ust.1, art.32, art.5ust.1, art.4pkt7, art.32ust1lit.d, art.4pkt12, art.33ust.3lit.b, art.34ust.3, art.34ust.3lit.a, art.87, art.9ust.1, art.33ust.3, art.5ust.1lit.a, art.34, art.34ust.3lit.c, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2lit.a, Art.82ust.1, art.83ust.2lit.b, art.83ust.2lit.c, art.83ust.2lit.f, art.83ust.2lit.g, art.83ust2lit.g, art.9, art.83ust.2lit.k, art.83ust.2, art.83ust.2lit.d, art.25, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83, art.83ust.5."
466,2023-12-20,PRAWOMOCNA,DKN.5131.34.2022,"nakłada na Wójta Gminy P. (Urząd Gminy P., ul. (…)) za naruszenie przepisów art. 5 ust. 1",stwierdzając naruszenie przez Wójta Gminy P,zasady przetwarzania danych (art. 5 RODO),,art.32ust.1;art.33ust.1;art.39;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.2;art.24ust.1;art.32ust.1lit.b;art.32ust.1lit.c;art.32ust.1lit.d;art.38ust.1;art.38;art.5ust.1;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.10;art.87;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.34ust.3lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k,"DKN.5131.34.2022 — 2023-12-20 — PRAWOMOCNA: nakłada na Wójta Gminy P. (Urząd Gminy P., ul. (…)) za naruszenie przepisów art. 5 ust. 1. Naruszenie: stwierdzając naruszenie przez Wójta Gminy P. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.32ust.1, art.33ust.1, art.39, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.5ust.2, art.25ust.1, art.32ust.2, art.24ust.1, art.32ust.1lit.b, art.32ust.1lit.c, art.32ust.1lit.d, art.38ust.1, art.38, art.5ust.1, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.5lit.a, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.10, art.87, art.83ust.2lit.f, art.83ust.2, art.83ust.2lit.c, art.34ust.3lit.c, art.83ust.2lit.d, art.25, art.32, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k."
467,2023-12-19,NIEPRAWOMOCNA,DKN.5131.42.2022,"nakazuje Sądowi Okręgowemu w Krakowie zawiadomienie, w terminie 3 dni od dnia",1) stwierdzając naruszenie przez Sąd Okręgowy w Krakowie z siedzibą w Krakowie przy ul,zgłoszenie naruszenia do UODO (art. 33 RODO),10000 zl,art.33ust.1;art.34ust.1;art.34ust.2;art.33;art.4pkt12;art.55ust.3;art.5ust.1lit.f;art.34;art.33ust.3lit.b;art.34ust.3lit.a;art.87;art.33ust.3;art.9;art.5ust.1lit.a;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.4lit.a;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2lit.k;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.f;art.83ust.2lit.h;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.1;art.33ust.5,"DKN.5131.42.2022 — 2023-12-19 — NIEPRAWOMOCNA: nakazuje Sądowi Okręgowemu w Krakowie zawiadomienie, w terminie 3 dni od dnia. Naruszenie: 1) stwierdzając naruszenie przez Sąd Okręgowy w Krakowie z siedzibą w Krakowie przy ul. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Kara: 10000 zl. Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.33, art.4pkt12, art.55ust.3, art.5ust.1lit.f, art.34, art.33ust.3lit.b, art.34ust.3lit.a, art.87, art.33ust.3, art.9, art.5ust.1lit.a, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.58ust.2, art.83, art.83ust.4lit.a, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.83ust.2lit.k, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.f, art.83ust.2lit.h, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.1, art.33ust.5."
468,2023-07-12,PRAWOMOCNA,DKN.5131.43.2022,nakazuje Pani K.W. prowadzącej działalność gospodarczą pod nazwą W. z miejscem,stwierdzając naruszenie przez Panią K,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.1;art.34ust.1;art.34ust.2;art.58ust.1lit.a;art.4pkt12;Art.33;art.33ust.3lit.b;art.34ust.3lit.a;art.5ust.2;art.87;art.5ust.1lit.a;art.34;art.34ust.4;art.58ust.2lit.e;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.2lit.a;art.33ust.3;art.83ust.2lit.b;art.83ust.2lit.f;art.83ust.2lit.g;art.9;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust2lit.j;art.83ust.2lit.k;art.83ust.1,"DKN.5131.43.2022 — 2023-07-12 — PRAWOMOCNA: nakazuje Pani K.W. prowadzącej działalność gospodarczą pod nazwą W. z miejscem. Naruszenie: stwierdzając naruszenie przez Panią K. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.33ust.1, art.34ust.1, art.34ust.2, art.58ust.1lit.a, art.4pkt12, Art.33, art.33ust.3lit.b, art.34ust.3lit.a, art.5ust.2, art.87, art.5ust.1lit.a, art.34, art.34ust.4, art.58ust.2lit.e, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.2lit.a, art.33ust.3, art.83ust.2lit.b, art.83ust.2lit.f, art.83ust.2lit.g, art.9, art.83ust.2, art.83ust.2lit.c, art.83ust.2lit.d, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust2lit.j, art.83ust.2lit.k, art.83ust.1."
469,2023-05-09,PRAWOMOCNA,DKN.5131.44.2022,"nakłada na Burmistrza Miasta i Gminy W. (Urząd Miasta i Gminy W., ul. (…)) za narusze-",stwierdzając naruszenie przez Burmistrza Miasta i Gminy W,zasady przetwarzania danych (art. 5 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;Art.5;art.5ust.1lit.f;art.5ust.2;art.25ust.1;art.32ust.1;art.32ust.2;art.24ust.1;art.9;art.10;art.32ust.1lit.d;art.5ust.1;art.32ust.1lit.b;art.58ust.2lit.i;art.83;art.83ust.4lit.a;art.83ust.5lit.a;Art.83ust.3;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.g;art.83ust.2lit.f;art.83ust.2;art.83ust.2lit.c;art.83ust.2lit.d;art.25;art.32;art.83ust.2lit.e;art.83ust.2lit.h;art.58ust.2;art.83ust.2lit.i;art.83ust.2lit.j;art.83ust.2lit.k;art.83ust.1,"DKN.5131.44.2022 — 2023-05-09 — PRAWOMOCNA: nakłada na Burmistrza Miasta i Gminy W. (Urząd Miasta i Gminy W., ul. (…)) za narusze-. Naruszenie: stwierdzając naruszenie przez Burmistrza Miasta i Gminy W. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, Art.5, art.5ust.1lit.f, art.5ust.2, art.25ust.1, art.32ust.1, art.32ust.2, art.24ust.1, art.9, art.10, art.32ust.1lit.d, art.5ust.1, art.32ust.1lit.b, art.58ust.2lit.i, art.83, art.83ust.4lit.a, art.83ust.5lit.a, Art.83ust.3, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.g, art.83ust.2lit.f, art.83ust.2, art.83ust.2lit.c, art.83ust.2lit.d, art.25, art.32, art.83ust.2lit.e, art.83ust.2lit.h, art.58ust.2, art.83ust.2lit.i, art.83ust.2lit.j, art.83ust.2lit.k, art.83ust.1."
